# Residuals   
# Time        	Ux            	Uy            	p             
0             	N/A	N/A
0.22125       	9.611504e-04	6.508874e-04	1.669768e-02
0.221667      	9.636360e-04	6.505243e-04	1.490424e-02
0.222083      	9.662551e-04	6.501561e-04	1.373249e-02
0.2225        	9.682759e-04	6.497522e-04	1.298286e-02
0.222917      	9.699704e-04	6.494615e-04	1.232611e-02
0.223333      	9.716263e-04	6.492928e-04	1.187980e-02
0.22375       	9.727800e-04	6.493065e-04	1.160139e-02
0.224167      	9.732031e-04	6.492936e-04	1.132712e-02
0.224583      	9.742728e-04	6.489252e-04	1.121948e-02
0.225         	9.751092e-04	6.483197e-04	1.105515e-02
0.225417      	9.757382e-04	6.476790e-04	1.119816e-02
0.225833      	9.760898e-04	6.469461e-04	1.123123e-02
0.22625       	9.763787e-04	6.460672e-04	1.091987e-02
